ID,性别,年级,专业,使用时长,主要使用场景,使用态度,提问能力,信息核实,效率提升,使用ChatGPT_闭卷课程,使用ChatGPT_闭卷成绩,使用ChatGPT_开卷课程,使用ChatGPT_开卷成绩,不使用ChatGPT_闭卷课程,不使用ChatGPT_闭卷成绩,不使用ChatGPT_开卷课程,不使用ChatGPT_开卷成绩,学习渠道_1,学习渠道_2,学习渠道_3,学习渠道_4,学习渠道_5,Q15_知识联系,Q16_减轻负担,Q17_反思方法,Q18_批判审视,Q19_问题解决,Q20_深度思考,Q21_主动查证,Q22_激发创意,Q23_信息素养,Q24_掌控感,Q25_胜任感,Q26_归属感,Q27_兴趣提升,Q28_减轻焦虑,Q29_依赖内疚,Q30_担心落后,Q31_探索乐趣,Q32_弥补漏洞,Q33_个性化,Q34_情感不可替代,Q35_教学方法改革,Q36_融入课堂,Q37_注重过程,Q38_角色转变,Q39_担心关注减少,Q40_利大于弊,Q41_平衡使用,Q42_职业重要,Q43_隐私担忧,Q44_制定规则,Q45_支持课程,Q46_减少讨论,Q47_促进公平,Q48_加剧不平等,Q49_驾驭AI,Q50_未来乐观,Q51_思维不可替代,使用时长_数值,使用态度_数值,提问能力_数值,信息核实_数值,效率提升_数值,认知特质,动机特质,教学特质,综合特质
RESP_057,男,2022级,人文与艺术类（含文学、历史、哲学、新闻等）,中等使用（8-15小时）,解答课程疑难问题,中立,比较弱,很少会,提升非常大,拓扑学,82,数学史,89,抽象代数,85,精算学基础,87,1,1,1,0,0,E,E,D,E,E,D,E,E,C,E,D,D,E,E,C,B,D,D,D,D,D,C,C,D,D,E,C,B,C,E,D,E,E,E,C,D,E,3,3,2,2,5,1.605822322,0.70450654,0.589056687,0.683826628
RESP_058,女,2024级,经管与社科类（含经济、管理、法律、社会学等）,中等使用（8-15小时）,解答课程疑难问题,非常积极,一般,经常会,提升较大,微生物学,85,环境法学,92,环境工程原理,87,生态保护,89,1,1,1,1,0,B,C,A,C,A,B,A,C,D,E,C,C,D,D,E,D,C,E,C,C,D,D,E,D,E,D,A,C,A,D,A,A,D,A,B,C,A,3,5,3,4,4,-1.082523315,1.352299938,0.625630934,-0.396771818
RESP_059,男,2023级,信息类（含计算机、电信、通信工程等）,频繁使用（16小时以上）,文本润色、翻译与内容总结,比较积极,一般,有时会,提升较大,操作系统,76,大数据技术,84,离散数学,80,数据可视化,81,0,0,0,1,1,D,A,A,A,A,D,B,B,B,B,B,E,D,D,C,B,E,C,D,D,D,D,C,D,B,D,B,D,C,E,B,D,A,B,D,A,B,4,4,3,3,4,-1.650026508,1.025508017,0.885231483,-0.292355956
RESP_060,女,2023级,人文与艺术类（含文学、历史、哲学、新闻等）,较少使用（1-7小时）,文本润色、翻译与内容总结,比较消极,比较弱,很少会,提升较大,人工智能基础,82,自然语言处理,90,编译原理,85,云计算基础,86,1,1,0,1,1,C,E,B,B,A,A,A,B,A,B,B,C,C,E,D,E,C,A,A,B,D,B,B,C,B,C,B,C,B,D,B,D,B,D,D,D,C,2,2,2,2,4,-0.95431576,0.495355431,-0.831577729,0.553165238
RESP_061,女,2021级及以前,经管与社科类（含经济、管理、法律、社会学等）,较少使用（1-7小时）,文本润色、翻译与内容总结,比较积极,一般,总是会,一般,文化研究导论,79,文化遗产保护,87,世界历史概论,85,修辞学,86,0,1,1,1,1,B,C,A,E,D,A,B,B,B,E,B,B,D,D,B,B,C,C,B,C,A,B,B,D,C,E,E,D,C,D,C,E,E,E,D,B,E,2,4,3,5,3,-0.699540275,0.283234084,-0.635557841,1.738851352
RESP_062,男,2023级,外语类,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,中立,非常弱,很少会,提升非常大,理论力学,81,3D打印技术,89,工程热力学,86,工业设计,87,1,0,1,1,0,C,C,D,C,D,D,C,C,D,B,D,C,C,B,C,C,C,B,A,B,D,B,C,B,A,D,E,E,E,E,E,D,D,E,E,E,E,4,3,1,2,5,-0.063196365,-0.717918891,-0.630524625,1.779725208
RESP_063,女,2024级,物理与工程类（含物理、机械、电子、电气等）,较少使用（1-7小时）,解答课程疑难问题,中立,一般,很少会,提升较大,统计学,73,金融市场学,82,宏观经济学,79,合同法实务,81,1,1,1,0,0,D,C,C,C,C,A,D,B,D,D,D,A,C,A,B,A,C,D,D,D,C,D,C,E,B,B,B,A,C,A,B,A,B,B,B,B,B,2,3,3,2,4,-0.574236333,-0.569832928,0.329508736,-1.217173697
RESP_064,女,2024级,经管与社科类（含经济、管理、法律、社会学等）,频繁使用（16小时以上）,解答课程疑难问题,比较积极,比较弱,经常会,提升非常大,古代汉语,78,公共演讲,86,西方哲学史,82,新媒体研究,84,1,1,1,0,1,B,B,B,D,B,C,A,E,A,B,C,C,D,B,C,D,D,A,A,A,A,A,B,B,A,C,C,C,D,D,D,D,D,D,D,D,E,4,4,2,4,5,-0.69769139,0.48520945,-3.191135971,0.413103842
RESP_065,女,2023级,数学与统计类,较少使用（1-7小时）,编程辅助与代码调试,比较消极,比较强,有时会,一般,文体学,79,外语文学鉴赏,87,语言学概论,83,外语写作技巧,85,0,1,1,0,1,C,D,C,C,D,D,C,C,E,C,A,D,C,C,C,C,B,C,C,C,B,D,A,B,C,B,A,A,B,A,E,B,A,B,B,A,B,2,2,4,3,3,0.45211832,-0.327963139,-0.01220897,-0.95191846
RESP_066,女,2024级,经管与社科类（含经济、管理、法律、社会学等）,较少使用（1-7小时）,文本润色、翻译与内容总结,非常消极,一般,很少会,提升非常大,抽象代数,76,图论及其应用,85,拓扑学,82,统计软件应用,84,0,0,0,1,1,B,C,E,D,C,D,C,B,A,B,C,C,A,E,A,B,C,C,B,C,D,C,D,D,C,E,B,C,D,D,D,C,D,D,C,D,C,2,1,3,2,5,-0.35661128,-0.18978383,0.156972961,0.01346873
RESP_067,男,2021级及以前,物理与工程类（含物理、机械、电子、电气等）,中等使用（8-15小时）,编程辅助与代码调试,比较积极,一般,从不,提升较大,社会调查研究方法,85,公共关系学,93,经济法,90,品牌管理,91,1,0,1,1,1,E,C,E,D,C,C,E,C,D,B,A,B,A,A,B,A,A,D,B,B,B,D,E,C,C,A,A,A,D,A,C,A,A,A,B,A,C,3,4,3,1,4,1.36897079,-1.551101864,0.143587937,-1.517979225
RESP_068,女,2022级,生化环材类（包含环境工程、化学、生物学、材料等）,几乎不用（少于1小时）,文本润色、翻译与内容总结,非常积极,比较弱,经常会,提升非常大,理论力学,79,质量控制,87,热力学与统计物理,84,机器人技术基础,87,1,1,0,0,0,C,C,E,D,D,D,C,C,E,E,E,C,D,E,B,A,D,D,C,C,D,A,C,C,D,E,D,C,C,C,E,E,A,D,E,C,D,1,5,2,4,5,1.044938227,0.841325632,0.24300213,1.551549771
RESP_069,男,2022级,人文与艺术类（含文学、历史、哲学、新闻等）,频繁使用（16小时以上）,编程辅助与代码调试,非常积极,比较强,很少会,提升非常大,遗传学,88,生态保护,95,细胞生物学,92,基因工程,92,1,1,0,1,1,D,C,E,D,C,D,E,C,D,E,E,C,C,D,D,E,E,E,D,E,E,B,D,E,A,B,D,D,A,E,B,B,B,C,A,C,C,4,5,4,2,5,0.965628088,1.778422112,0.722142546,-0.503669829
RESP_070,女,2024级,人文与艺术类（含文学、历史、哲学、新闻等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,比较积极,一般,经常会,提升非常大,传播学理论,84,文化创意产业,91,新闻学原理,87,影视鉴赏,89,1,0,0,1,0,C,E,B,A,B,A,B,C,C,D,C,D,B,C,D,C,B,E,D,E,D,D,D,E,C,D,E,C,D,E,E,D,E,D,E,E,E,3,4,3,4,5,-0.837873341,-0.446850966,1.249618905,1.379349004
RESP_071,男,2022级,生化环材类（包含环境工程、化学、生物学、材料等）,中等使用（8-15小时）,解答课程疑难问题,非常积极,比较弱,从不,提升较大,传播学理论,87,文化遗产保护,95,新闻学原理,90,新媒体研究,91,1,0,1,1,1,C,B,A,B,B,D,C,A,B,D,E,E,E,E,D,E,A,C,E,D,B,C,C,C,B,A,A,A,C,B,C,C,A,D,A,B,A,3,5,2,1,4,-0.72296109,1.681407529,0.521135363,-0.616274101
RESP_072,男,2024级,数学与统计类,较少使用（1-7小时）,解答课程疑难问题,比较积极,一般,很少会,提升较大,数值分析,78,运筹学,87,实变函数,84,时间序列分析,86,0,1,1,0,1,E,A,A,B,B,A,B,A,B,E,D,E,D,C,E,D,E,E,E,E,C,E,E,E,D,E,E,C,E,B,B,D,E,C,B,C,C,2,4,3,2,4,-1.13230358,1.521857856,2.320040722,0.496131459
RESP_073,女,2024级,数学与统计类,中等使用（8-15小时）,文本润色、翻译与内容总结,非常消极,一般,有时会,提升较大,生物化学,79,生物信息学,87,有机化学,83,环境法学,85,1,1,0,1,1,B,A,C,A,A,A,C,A,A,D,A,A,B,A,C,A,B,E,D,E,E,E,D,E,B,C,B,B,C,C,B,E,C,C,D,B,C,3,1,3,3,4,-1.205447503,-1.509020958,1.953259138,-0.225879676
RESP_074,女,2024级,经管与社科类（含经济、管理、法律、社会学等）,较少使用（1-7小时）,编程辅助与代码调试,非常消极,比较强,很少会,提升非常大,分析化学,86,实验室安全与管理,94,生物化学,90,环境法学,89,0,0,1,1,0,A,A,A,A,A,A,A,A,C,A,B,B,B,C,D,A,C,C,D,D,C,D,E,E,B,B,D,C,B,B,E,C,C,A,C,D,C,2,1,4,2,5,-2.682246085,-0.11793051,0.326177904,0.377525103
RESP_075,男,2023级,数学与统计类,较少使用（1-7小时）,生成创意、获取灵感和写作大纲,比较积极,比较强,经常会,一般,古典文献学,89,传播心理学,96,传播学理论,92,跨文化沟通,92,1,1,1,0,1,D,A,B,D,A,B,D,A,E,B,A,A,B,D,A,A,A,D,E,E,E,E,E,E,D,C,B,D,D,C,B,D,D,D,D,D,C,2,4,4,4,3,-0.710607637,-2.52944869,2.252972025,1.088769654
RESP_076,女,2022级,经管与社科类（含经济、管理、法律、社会学等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,比较积极,比较弱,总是会,提升较大,机械设计基础,84,科技创新方法,92,电路原理,88,智能制造导论,89,0,1,0,1,1,C,B,C,D,C,B,B,C,C,B,D,D,D,E,C,C,B,D,B,E,C,C,B,C,C,C,D,D,C,D,C,C,D,C,C,B,C,3,4,2,5,4,-0.477313446,0.445222709,-0.148802098,-0.201784193
RESP_077,男,2022级,生化环材类（包含环境工程、化学、生物学、材料等）,较少使用（1-7小时）,文本润色、翻译与内容总结,中立,比较弱,很少会,一般,自动控制原理,82,可持续工程,90,工程热力学,86,工程项目管理,86,1,0,1,1,0,D,A,E,A,E,D,A,C,B,D,B,B,C,A,D,A,D,A,A,A,A,A,A,A,D,B,C,E,D,D,C,A,C,D,D,C,C,2,3,2,2,3,-0.185825579,-0.531454551,-1.767859425,0.346709978
RESP_078,女,2024级,信息类（含计算机、电信、通信工程等）,较少使用（1-7小时）,编程辅助与代码调试,中立,比较弱,从不,提升非常大,管理学原理,84,投资学,92,统计学,89,社会心理学,91,0,1,1,1,0,B,A,A,A,A,B,A,A,A,B,C,E,D,D,E,C,E,E,C,C,E,D,D,D,D,B,C,B,D,B,C,C,C,D,A,B,C,2,3,2,1,5,-1.629444223,1.25923324,0.94644087,-0.373378838
RESP_079,男,2024级,数学与统计类,频繁使用（16小时以上）,编程辅助与代码调试,比较积极,比较强,从不,提升较大,跨文化交际,82,商务外语,91,语言测试学,89,外语影视配音,90,1,0,0,1,1,C,C,D,E,A,C,C,C,D,A,B,A,A,A,C,B,B,C,B,B,C,D,A,C,D,C,D,A,D,C,C,C,B,D,A,A,C,4,4,4,1,4,0.267431026,-0.589957793,0.16499239,-0.511000864
RESP_080,女,2023级,经管与社科类（含经济、管理、法律、社会学等）,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,非常积极,一般,很少会,提升较大,无机化学,87,环境与健康,95,材料科学基础,90,生物技术导论,91,1,1,0,1,1,E,E,C,C,E,D,B,E,C,A,C,D,D,C,D,E,C,C,D,D,B,D,D,E,E,E,A,A,A,E,E,E,E,E,E,A,A,4,5,3,2,4,0.298285566,1.333359245,0.839468505,1.518194712
RESP_081,男,2024级,外语类,较少使用（1-7小时）,文本润色、翻译与内容总结,中立,比较强,有时会,没有提升,遗传学,78,实验室安全与管理,87,微生物学,85,纳米材料导论,86,1,1,1,0,1,B,B,E,C,C,D,A,A,E,D,A,B,C,C,C,D,A,D,E,B,C,C,D,B,B,A,B,B,B,B,B,A,A,B,A,B,B,2,3,4,3,1,-0.272057132,-0.457848386,0.040637768,-0.970582762
RESP_082,男,2024级,数学与统计类,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,中立,比较弱,有时会,提升较大,中国哲学史,78,修辞学,87,史学理论与方法,84,纪录片研究,86,0,0,1,1,0,C,C,B,E,C,C,D,D,B,B,A,B,C,C,A,B,B,A,A,A,B,C,A,A,B,D,C,D,E,D,D,C,E,E,D,D,E,3,3,2,3,4,-0.176696213,-1.042577695,-1.372233753,0.764369864
RESP_083,女,2022级,人文与艺术类（含文学、历史、哲学、新闻等）,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,比较积极,比较强,很少会,提升非常大,细胞生物学,83,生物技术导论,91,生物化学,86,生态保护,88,0,1,1,1,0,C,D,E,E,D,B,B,D,D,E,A,A,E,E,E,A,A,A,C,C,B,A,D,C,A,D,C,E,C,D,E,C,E,E,E,E,E,4,4,4,2,5,0.930908093,0.197475773,-0.328297047,1.636087651
RESP_084,女,2023级,生化环材类（包含环境工程、化学、生物学、材料等）,中等使用（8-15小时）,解答课程疑难问题,非常积极,比较弱,有时会,提升较大,市场营销学,82,领导力开发,90,宏观经济学,86,合同法实务,87,1,0,1,1,1,B,E,E,E,C,D,E,D,E,E,E,C,C,E,D,D,E,D,C,C,D,C,C,E,B,C,A,C,B,C,B,C,A,A,A,C,A,3,5,2,3,4,1.341899334,1.750015829,0.043004722,-1.23270056
RESP_085,男,2021级及以前,数学与统计类,频繁使用（16小时以上）,文本润色、翻译与内容总结,比较消极,一般,很少会,一般,偏微分方程,84,统计软件应用,92,拓扑学,90,图论及其应用,91,1,1,0,0,0,E,E,E,E,E,A,E,E,E,D,C,C,C,B,A,B,A,B,A,C,C,C,A,A,A,E,A,C,C,C,C,C,D,C,C,B,D,4,2,3,2,3,0.674234745,-0.746426506,-1.611567359,-0.26265952
RESP_086,男,2022级,人文与艺术类（含文学、历史、哲学、新闻等）,频繁使用（16小时以上）,文本润色、翻译与内容总结,中立,一般,有时会,提升非常大,理论力学,86,虚拟现实技术,94,流体力学,91,智能制造导论,92,1,1,1,1,0,D,B,C,C,E,C,D,E,C,C,D,D,C,D,B,E,C,A,A,A,B,A,A,A,A,D,D,D,E,E,D,E,E,D,D,E,A,4,3,3,3,5,0.813115628,0.311109991,-1.889649292,2.61527511
RESP_087,女,2022级,外语类,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,非常积极,比较强,很少会,提升较大,数理逻辑,86,时间序列分析,94,数值分析,90,运筹学,90,1,1,0,1,1,B,C,A,B,A,B,B,B,C,D,D,B,E,C,C,B,D,B,D,C,E,C,E,D,B,A,D,C,C,C,B,C,D,C,D,E,A,3,5,4,2,4,-1.255563054,-0.184993126,0.39868001,0.220932658
RESP_088,男,2023级,外语类,中等使用（8-15小时）,搜集和概括文献资料,比较积极,比较强,很少会,一般,外国文学史,85,外语媒体研究,90,语言学概论,86,外语演讲与辩论,87,1,0,1,1,1,C,B,C,D,D,C,B,C,C,C,D,E,C,D,C,E,D,D,C,E,D,D,D,D,E,A,B,B,A,C,A,C,A,B,D,A,C,3,4,4,2,3,-0.08701197,1.149900239,0.479267838,-0.95091073
RESP_089,男,2022级,信息类（含计算机、电信、通信工程等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,比较积极,非常弱,很少会,一般,语法理论,73,外语写作技巧,81,语言测试学,78,旅游外语,81,1,0,1,1,1,D,C,B,D,E,E,C,B,B,A,C,C,C,A,E,C,B,D,E,C,D,E,D,C,C,E,C,B,C,D,C,C,D,C,C,D,A,3,4,1,2,3,0.393123459,0.105757494,0.956583386,-0.200352578
RESP_090,女,2024级,经管与社科类（含经济、管理、法律、社会学等）,中等使用（8-15小时）,搜集和概括文献资料,比较积极,非常强,很少会,提升较大,语法理论,89,外语媒体研究,97,语言学概论,94,同声传译基础,92,1,0,1,0,1,B,A,B,C,B,B,C,C,D,D,E,D,D,E,C,D,B,A,C,B,C,D,C,C,E,C,E,E,C,D,D,E,B,E,D,D,C,3,4,5,2,4,-0.596923285,1.390166239,0.182868925,0.826536684
RESP_091,女,2024级,信息类（含计算机、电信、通信工程等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,中立,比较弱,有时会,提升较大,民法总论,83,品牌管理,91,社会学理论,89,国际贸易实务,90,0,0,1,1,1,E,C,E,E,D,B,C,D,D,D,A,D,D,B,D,C,D,B,D,B,A,B,A,B,C,B,D,A,B,B,B,B,A,B,B,B,D,3,3,2,3,4,0.721179406,0.243657224,-1.290208407,-0.685539601
RESP_092,男,2024级,数学与统计类,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,中立,比较强,经常会,提升较大,语用学,79,外语文学鉴赏,87,语言测试学,83,外语戏剧表演,83,0,1,1,1,1,D,E,E,E,E,D,E,D,E,C,C,C,E,E,D,D,C,D,B,B,B,B,D,C,C,E,D,B,C,E,D,E,E,E,E,B,E,3,3,4,4,4,2.346223142,0.492986459,0.142482247,1.375343402
RESP_093,女,2024级,生化环材类（包含环境工程、化学、生物学、材料等）,中等使用（8-15小时）,文本润色、翻译与内容总结,非常积极,比较弱,总是会,一般,物理化学,82,环境与健康,90,遗传学,87,实验室安全与管理,89,1,1,1,0,0,E,C,C,C,C,C,B,C,B,D,E,E,E,E,E,C,E,A,B,A,A,B,A,A,E,A,A,B,A,C,A,C,D,A,D,B,A,3,5,2,5,3,-0.058468211,2.006608155,-1.727167857,-1.055089368
RESP_094,女,2024级,数学与统计类,较少使用（1-7小时）,编程辅助与代码调试,中立,比较强,有时会,提升较大,民法总论,84,领导力开发,92,市场营销学,88,消费者行为学,89,0,1,0,1,1,C,C,C,D,D,B,D,C,C,E,D,D,E,D,E,E,E,C,E,C,D,E,C,C,C,B,A,C,B,C,B,C,D,A,C,A,C,2,3,4,3,4,0.041897736,1.948342645,1.225109153,-0.353898388
RESP_095,男,2024级,生化环材类（包含环境工程、化学、生物学、材料等）,中等使用（8-15小时）,解答课程疑难问题,非常积极,非常强,有时会,提升非常大,中国哲学史,88,新媒体研究,96,中国文学史,92,跨文化沟通,92,0,1,1,0,1,B,B,B,D,A,C,A,A,C,D,C,E,B,D,D,D,D,D,D,E,A,E,C,D,C,B,D,D,D,E,E,D,E,D,D,C,D,3,5,5,3,5,-1.28267129,0.94583647,0.985299437,1.114883596
RESP_096,女,2021级及以前,外语类,较少使用（1-7小时）,文本润色、翻译与内容总结,比较消极,比较弱,有时会,一般,电子技术,82,质量控制,89,电路原理,85,机器人技术基础,87,1,1,0,0,0,C,B,D,A,B,B,A,C,C,B,B,C,C,B,A,C,B,D,C,C,B,A,E,D,D,D,E,D,D,D,E,E,D,C,E,D,D,2,2,2,3,3,-0.711557746,-0.953089817,0.495863839,1.173442277
RESP_097,女,2024级,外语类,中等使用（8-15小时）,文本润色、翻译与内容总结,非常积极,一般,很少会,提升较大,计算机组成原理,81,人工智能导论,89,数据结构与算法,87,大数据技术,88,0,0,0,1,1,D,E,E,D,C,D,D,C,E,C,A,A,B,B,D,B,B,C,C,C,D,A,B,B,C,A,B,B,D,C,B,A,A,B,B,C,E,3,5,3,2,4,1.203891552,-0.39452294,0.285803287,-0.545153958
RESP_098,女,2021级及以前,信息类（含计算机、电信、通信工程等）,中等使用（8-15小时）,解答课程疑难问题,非常积极,比较弱,很少会,提升较大,环境工程原理,82,纳米材料导论,89,化工原理,86,药物分析,87,0,1,1,1,0,E,D,A,E,D,D,E,D,B,E,E,E,D,E,E,D,E,D,D,D,E,D,C,C,D,C,A,C,B,C,C,A,B,A,B,D,C,3,5,2,2,4,2.225065039,1.980128174,0.944293069,-1.08786855
RESP_099,男,2023级,经管与社科类（含经济、管理、法律、社会学等）,几乎不用（少于1小时）,搜集和概括文献资料,中立,比较弱,从不,一般,翻译理论与实践,89,外语歌曲赏析,97,语言学概论,95,外语写作技巧,92,0,1,1,1,1,D,D,A,A,A,A,E,B,C,E,D,E,C,E,D,E,D,D,A,B,C,C,C,B,B,C,C,B,C,A,D,C,C,C,D,C,B,1,3,2,1,3,-1.679183598,1.452117699,-0.185850735,-0.596411408
RESP_100,女,2023级,物理与工程类（含物理、机械、电子、电气等）,中等使用（8-15小时）,文本润色、翻译与内容总结,比较积极,一般,经常会,没有提升,外国文学史,81,影视翻译,88,语用学,84,外语戏剧表演,85,1,0,1,0,1,B,E,B,B,C,A,C,C,A,C,C,D,B,B,C,D,D,B,A,B,B,B,B,D,C,D,B,D,C,B,D,C,C,C,D,E,D,3,4,3,4,1,-0.362374241,0.45586394,-0.309649714,0.546027575
RESP_101,男,2022级,物理与工程类（含物理、机械、电子、电气等）,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,非常积极,一般,经常会,提升较大,数据库原理,89,Web开发技术,96,数据结构与算法,92,人工智能导论,92,0,1,0,0,1,C,D,D,C,C,D,C,D,C,B,A,B,B,E,E,C,D,B,C,D,B,A,C,A,A,C,E,E,B,C,D,D,C,E,E,C,E,4,5,3,4,4,0.166781961,0.234423632,-0.471315721,1.018417423
RESP_102,男,2022级,经管与社科类（含经济、管理、法律、社会学等）,频繁使用（16小时以上）,编程辅助与代码调试,比较积极,比较弱,很少会,提升较大,社会学理论,85,公共关系学,93,微观经济学,89,项目管理,90,1,0,1,0,1,D,C,D,E,E,C,C,D,E,C,D,C,B,A,D,B,B,C,A,D,D,D,E,C,C,D,C,C,D,D,E,C,C,E,B,E,E,4,4,2,2,4,0.411257105,-0.208350765,0.392530307,0.709636119
RESP_103,男,2023级,数学与统计类,中等使用（8-15小时）,编程辅助与代码调试,中立,非常强,经常会,提升较大,统计学,82,人力资源管理,90,经济法,85,消费者行为学,87,1,1,1,0,0,D,B,C,D,D,C,E,D,D,A,B,A,B,A,A,B,A,E,E,E,E,E,E,D,D,D,C,C,C,A,D,C,C,C,D,B,A,3,3,5,4,4,0.444971456,-1.497257645,1.680939577,-0.365422298
RESP_104,男,2023级,信息类（含计算机、电信、通信工程等）,中等使用（8-15小时）,解答课程疑难问题,比较积极,一般,很少会,提升较大,微观经济学,74,品牌管理,82,会计学原理,79,合同法实务,81,0,0,1,0,1,C,D,C,D,D,D,B,C,C,B,C,A,A,B,A,D,A,B,A,A,C,B,C,B,B,C,C,C,C,C,C,C,C,C,B,B,C,3,4,3,2,4,0.092604635,-0.995448505,-0.707910941,0.037253252
RESP_105,男,2024级,信息类（含计算机、电信、通信工程等）,较少使用（1-7小时）,解答课程疑难问题,比较积极,比较弱,很少会,提升较小,拓扑学,77,贝叶斯统计,84,概率论与数理统计,80,精算学基础,82,0,0,1,0,1,C,C,A,B,B,C,C,A,A,C,B,B,B,D,B,C,A,E,B,C,E,B,B,D,D,A,B,B,A,A,A,A,A,A,A,A,A,2,4,2,2,2,-0.679466964,-0.161842099,0.279360953,-2.924817056
RESP_106,女,2024级,人文与艺术类（含文学、历史、哲学、新闻等）,频繁使用（16小时以上）,文本润色、翻译与内容总结,非常积极,比较弱,有时会,提升较大,电磁场与电磁波,78,科技创新方法,86,机械设计基础,85,虚拟现实技术,86,1,1,0,0,1,C,D,E,C,C,C,C,E,B,B,B,B,B,A,C,C,E,D,C,D,E,C,B,B,C,A,A,C,A,A,B,A,A,D,A,A,A,4,5,2,3,4,0.325978613,-0.264220007,-0.209844809,-1.388505188
RESP_107,女,2021级及以前,生化环材类（包含环境工程、化学、生物学、材料等）,频繁使用（16小时以上）,解答课程疑难问题,非常积极,比较弱,有时会,提升较小,民法总论,83,国际贸易实务,91,经济法,86,品牌管理,88,0,0,0,1,1,D,D,E,D,D,C,E,D,E,C,E,D,E,D,E,D,E,A,C,A,A,A,A,B,C,D,C,D,D,B,D,C,C,C,C,D,C,4,5,2,3,2,1.679990368,1.782683143,-1.600070723,0.287262413
RESP_108,男,2021级及以前,数学与统计类,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,比较积极,比较强,有时会,提升较小,商法,83,人力资源管理,91,管理学原理,89,创新创业管理,90,1,1,0,0,1,E,E,B,E,E,E,C,E,E,A,E,C,D,C,C,B,C,D,C,C,E,D,C,C,D,A,E,A,C,B,D,B,C,A,D,D,B,3,4,4,3,2,1.785797806,0.178957536,0.269369803,-0.107403081
RESP_109,女,2022级,生化环材类（包含环境工程、化学、生物学、材料等）,中等使用（8-15小时）,解答课程疑难问题,比较积极,比较弱,很少会,提升较大,文艺理论,81,文化创意产业,89,中国哲学史,86,公共演讲,87,0,1,1,1,1,D,E,D,E,D,B,D,E,E,D,D,C,B,D,C,C,E,C,E,E,E,E,C,E,E,A,A,E,A,E,E,A,A,E,E,E,E,3,4,2,2,4,0.688434957,1.115734241,2.194361901,2.485094895
RESP_110,女,2023级,外语类,中等使用（8-15小时）,搜集和概括文献资料,中立,一般,很少会,提升较大,编译原理,79,移动应用开发,87,计算机图形学,85,人工智能导论,86,1,0,1,1,1,D,D,D,E,A,C,B,C,E,C,B,B,D,D,D,C,B,D,B,B,B,C,C,A,A,D,E,C,C,E,E,D,E,D,C,D,D,3,3,3,2,4,0.285924567,0.084466786,-1.069254494,1.256295002
RESP_111,女,2021级及以前,数学与统计类,频繁使用（16小时以上）,解答课程疑难问题,比较积极,非常强,有时会,提升较大,复变函数,78,精算学基础,87,数理逻辑,84,运筹学,85,1,1,0,0,0,A,D,D,C,C,D,C,D,A,D,C,E,B,D,C,D,D,D,D,E,B,B,D,D,E,D,E,E,D,E,B,D,D,E,E,B,E,4,4,5,3,4,0.435729647,0.549597958,0.497827175,0.736005775
